Taxa,unclassified,total,unclassified_percent,database,method,dataset,method_dataset,name
HsapMB202,11800999,34782995,33.92749532,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.FB01124302.PB.F1.P2_RevioSPRQ_s3.SW.B02
HsapMB298,6260000,10238997,61.138801,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.FB01124302.PB.F4.P2_RevioSPRQ_s3.SW.B02
HsapMB298,4449000,10238998,43.45151742,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.FB01124302.PB.F4.P2_RevioSPRQ_s3.SW.B02
HsapMB93,90720000,181018989,50.11628918,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p1.PB.E1.P1_RevioSPRQ_s1.SW.E12
HsapMB93,50817000,181018990,28.0727453,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p1.PB.E1.P1_RevioSPRQ_s1.SW.E12
HsapMB189,53669999,102915996,52.14932672,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p1.PB.E1.P1_RevioSPRQ_s2.SW.E12
HsapMB189,31842000,102915996,30.93979676,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p1.PB.E1.P1_RevioSPRQ_s2.SW.E12
HsapMB285,37452999,71806998,52.15786768,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p2.PB.F1.P2_RevioSPRQ_s3.SW.E12
HsapMB285,22579999,71806993,31.44540393,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p2.PB.F1.P2_RevioSPRQ_s3.SW.E12
HsapMB381,19322999,35739998,54.06547309,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p2.PB.F4.P2_RevioSPRQ_s3.SW.E12
HsapMB381,12669000,35739993,35.44768461,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p2.PB.F4.P2_RevioSPRQ_s3.SW.E12
HsapMB471,97863999,195435982,50.07470886,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p3.PB.G1.P3_RevioSPRQ_s4.SW.E12
HsapMB471,55394000,195435991,28.34380695,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p3.PB.G1.P3_RevioSPRQ_s4.SW.E12
HsapMB561,92310000,181163994,50.95383357,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p3.PB.G1.P3_Vega.SW.E12
HsapMB561,52664000,181163991,29.06979456,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.1.p3.PB.G1.P3_Vega.SW.E12
HsapMB94,19298999,35253996,54.7427276,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p1.PB.E1.P1_RevioSPRQ_s1.SW.F12
HsapMB94,12583000,35253999,35.69240471,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p1.PB.E1.P1_RevioSPRQ_s1.SW.F12
HsapMB190,9581000,16283000,58.84050851,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p1.PB.E1.P1_RevioSPRQ_s2.SW.F12
HsapMB190,7033999,16282999,43.19842432,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p1.PB.E1.P1_RevioSPRQ_s2.SW.F12
HsapMB286,9192000,14880000,61.77419355,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p2.PB.F1.P2_RevioSPRQ_s3.SW.F12
HsapMB286,6601000,14880000,44.36155914,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p2.PB.F1.P2_RevioSPRQ_s3.SW.F12
HsapMB382,4821000,7105000,67.85362421,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p2.PB.F4.P2_RevioSPRQ_s3.SW.F12
HsapMB382,3728000,7104995,52.47012841,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p2.PB.F4.P2_RevioSPRQ_s3.SW.F12
HsapMB472,25853000,47959997,53.90534115,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p3.PB.G1.P3_RevioSPRQ_s4.SW.F12
HsapMB472,16405000,47959996,34.20559084,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p3.PB.G1.P3_RevioSPRQ_s4.SW.F12
HsapMB562,24274000,45010994,53.92904676,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p3.PB.G1.P3_Vega.SW.F12
HsapMB562,15443000,45010995,34.30939485,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,671.fp2.2.p3.PB.G1.P3_Vega.SW.F12
HsapMB77,30677000,51536999,59.52422647,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,683.FB00052239.PB.E1.P1_RevioSPRQ_s1.SW.E10
HsapMB77,20740000,51536996,40.24293539,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,683.FB00052239.PB.E1.P1_RevioSPRQ_s1.SW.E10
HsapMB173,18825000,29613000,63.57005369,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,683.FB00052239.PB.E1.P1_RevioSPRQ_s2.SW.E10
HsapMB173,13978999,29612997,47.20562056,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,683.FB00052239.PB.E1.P1_RevioSPRQ_s2.SW.E10
HsapMB9,22605000,41055999,55.05894522,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,683.FB00256234.PB.E1.P1_RevioSPRQ_s1.SW.A02
HsapMB9,12360000,41055995,30.1052258,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,683.FB00256234.PB.E1.P1_RevioSPRQ_s1.SW.A02
HsapMB105,13765000,23727999,58.01163427,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,683.FB00256234.PB.E1.P1_RevioSPRQ_s2.SW.A02
HsapMB105,7734000,23727996,32.59440873,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,683.FB00256234.PB.E1.P1_RevioSPRQ_s2.SW.A02
HsapMB414,97944000,190241984,51.48390378,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,683.FB00857405.PB.G1.P3_RevioSPRQ_s4.SW.F04
HsapMB414,50435000,190241989,26.51097177,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,683.FB00857405.PB.G1.P3_RevioSPRQ_s4.SW.F04
HsapMB504,88576999,167448992,52.8978992,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,683.FB00857405.PB.G1.P3_Vega.SW.F04
HsapMB504,46986999,167448987,28.06048567,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,683.FB00857405.PB.G1.P3_Vega.SW.F04
HsapMB13,154702000,306817998,50.4214228,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,683.FB00857532.PB.E1.P1_RevioSPRQ_s1.SW.E02
HsapMB13,71626999,306817997,23.34511003,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,683.FB00857532.PB.E1.P1_RevioSPRQ_s1.SW.E02
HsapMB109,90758000,176526000,51.41338953,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,683.FB00857532.PB.E1.P1_RevioSPRQ_s2.SW.E02
HsapMB109,42985000,176525995,24.35052129,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,683.FB00857532.PB.E1.P1_RevioSPRQ_s2.SW.E02
HsapMB400,113727000,208154991,54.63573055,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,683.FB00930723.PB.G1.P3_RevioSPRQ_s4.SW.H02
HsapMB400,69033000,208154990,33.16423017,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,683.FB00930723.PB.G1.P3_RevioSPRQ_s4.SW.H02
HsapMB490,101394999,182766990,55.47774191,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,683.FB00930723.PB.G1.P3_Vega.SW.H02
HsapMB490,62866999,182766992,34.3973484,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,683.FB00930723.PB.G1.P3_Vega.SW.H02
HsapMB432,115716999,224341994,51.58062338,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,687.FB00057455.PB.G1.P3_RevioSPRQ_s4.SW.H06
HsapMB432,58941000,224341991,26.2728345,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,687.FB00057455.PB.G1.P3_RevioSPRQ_s4.SW.H06
HsapMB522,102751000,197810989,51.94403027,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,687.FB00057455.PB.G1.P3_Vega.SW.H06
HsapMB522,54439999,197810990,27.52122064,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,687.FB00057455.PB.G1.P3_Vega.SW.H06
HsapMB410,127052999,253546997,50.11023617,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,687.FB00850553.PB.G1.P3_RevioSPRQ_s4.SW.B04
HsapMB410,70392000,253546997,27.7629003,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,687.FB00850553.PB.G1.P3_RevioSPRQ_s4.SW.B04
HsapMB500,111427999,220144998,50.61573055,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,687.FB00850553.PB.G1.P3_Vega.SW.B04
HsapMB500,63066999,220144994,28.64793691,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,687.FB00850553.PB.G1.P3_Vega.SW.B04
HsapMB262,42456000,71824999,59.11033845,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,687.FB00859020.PB.F1.P2_RevioSPRQ_s3.SW.F09
HsapMB262,25743000,71825000,35.84128089,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,687.FB00859020.PB.F1.P2_RevioSPRQ_s3.SW.F09
HsapMB358,23066000,38458997,59.97556307,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,687.FB00859020.PB.F4.P2_RevioSPRQ_s3.SW.F09
HsapMB358,15096000,38458998,39.25219269,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,687.FB00859020.PB.F4.P2_RevioSPRQ_s3.SW.F09
HsapMB199,46616999,75352997,61.86482404,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,687.FB00931349.PB.F1.P2_RevioSPRQ_s3.SW.G01
HsapMB199,30312999,75352996,40.22799439,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,687.FB00931349.PB.F1.P2_RevioSPRQ_s3.SW.G01
HsapMB295,27390999,42807999,63.98570277,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,687.FB00931349.PB.F4.P2_RevioSPRQ_s3.SW.G01
HsapMB295,18385000,42807994,42.94758591,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,687.FB00931349.PB.F4.P2_RevioSPRQ_s3.SW.G01
HsapMB204,29631000,41046000,72.18973834,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,687.FB01124262.PB.F1.P2_RevioSPRQ_s3.SW.D02
HsapMB204,25600000,41045999,62.36905088,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,687.FB01124262.PB.F1.P2_RevioSPRQ_s3.SW.D02
HsapMB300,14797000,19229997,76.9474899,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,687.FB01124262.PB.F4.P2_RevioSPRQ_s3.SW.D02
HsapMB300,13457000,19229998,69.97920645,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,687.FB01124262.PB.F4.P2_RevioSPRQ_s3.SW.D02
HsapMB11,112875000,222748995,50.6736293,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,690.FB00057442.PB.E1.P1_RevioSPRQ_s1.SW.C02
HsapMB11,53697000,222748986,24.10650704,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,690.FB00057442.PB.E1.P1_RevioSPRQ_s1.SW.C02
HsapMB107,65296999,126680998,51.54443052,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,690.FB00057442.PB.E1.P1_RevioSPRQ_s2.SW.C02
HsapMB107,33016999,126680995,26.06310362,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,690.FB00057442.PB.E1.P1_RevioSPRQ_s2.SW.C02
HsapMB260,61366000,114662995,53.51857415,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,690.FB00851476.PB.F1.P2_RevioSPRQ_s3.SW.D09
HsapMB260,36380999,114662995,31.72863137,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,690.FB00851476.PB.F1.P2_RevioSPRQ_s3.SW.D09
HsapMB356,34225000,63207995,54.14663129,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,690.FB00851476.PB.F4.P2_RevioSPRQ_s3.SW.D09
HsapMB356,20167000,63207998,31.90577243,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,690.FB00851476.PB.F4.P2_RevioSPRQ_s3.SW.D09
HsapMB224,19510000,31177999,62.57617752,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,690.FB00855352.PB.F1.P2_RevioSPRQ_s3.SW.H04
HsapMB224,14265000,31177998,45.75341881,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,690.FB00855352.PB.F1.P2_RevioSPRQ_s3.SW.H04
HsapMB320,9276000,13482999,68.79775041,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,690.FB00855352.PB.F4.P2_RevioSPRQ_s3.SW.H04
HsapMB320,7263000,13482999,53.86783756,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,690.FB00855352.PB.F4.P2_RevioSPRQ_s3.SW.H04
HsapMB407,172874000,314016985,55.0524361,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,690.FB00934120.PB.G1.P3_RevioSPRQ_s4.SW.G03
HsapMB407,90483000,314016990,28.81468293,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,690.FB00934120.PB.G1.P3_RevioSPRQ_s4.SW.G03
HsapMB497,154831999,279758996,55.34477933,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,690.FB00934120.PB.G1.P3_Vega.SW.G03
HsapMB497,83119000,279758998,29.71092998,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,690.FB00934120.PB.G1.P3_Vega.SW.G03
HsapMB421,96312000,188728992,51.03190505,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,690.FB01123371.PB.G1.P3_RevioSPRQ_s4.SW.E05
HsapMB421,45100000,188728993,23.89669933,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,690.FB01123371.PB.G1.P3_RevioSPRQ_s4.SW.E05
HsapMB511,89041000,171030994,52.06132404,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,690.FB01123371.PB.G1.P3_Vega.SW.E05
HsapMB511,42968999,171030993,25.12351606,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,690.FB01123371.PB.G1.P3_Vega.SW.E05
HsapMB196,46373999,101107999,45.86580632,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,694.FB00256074.PB.F1.P2_RevioSPRQ_s3.SW.D01
HsapMB196,25018000,101107998,24.74383876,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,694.FB00256074.PB.F1.P2_RevioSPRQ_s3.SW.D01
HsapMB292,28259000,59705000,47.3310443,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,694.FB00256074.PB.F4.P2_RevioSPRQ_s3.SW.D01
HsapMB292,15892000,59705000,26.61753622,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,694.FB00256074.PB.F4.P2_RevioSPRQ_s3.SW.D01
HsapMB252,54120999,108832991,49.72848628,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,694.FB00851391.PB.F1.P2_RevioSPRQ_s3.SW.D08
HsapMB252,33869000,108832994,31.12015829,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,694.FB00851391.PB.F1.P2_RevioSPRQ_s3.SW.D08
HsapMB348,28304000,53467998,52.93633773,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,694.FB00851391.PB.F4.P2_RevioSPRQ_s3.SW.D08
HsapMB348,18633000,53467999,34.84888223,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,694.FB00851391.PB.F4.P2_RevioSPRQ_s3.SW.D08
HsapMB25,94138000,196154989,47.99164196,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,694.FB00857305.PB.E1.P1_RevioSPRQ_s1.SW.A04
HsapMB25,56166999,196154988,28.63398967,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,694.FB00857305.PB.E1.P1_RevioSPRQ_s1.SW.A04
HsapMB121,58051999,115606995,50.21495369,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,694.FB00857305.PB.E1.P1_RevioSPRQ_s2.SW.A04
HsapMB121,36014000,115606993,31.15209475,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,694.FB00857305.PB.E1.P1_RevioSPRQ_s2.SW.A04
HsapMB386,35387000,64354000,54.98803493,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,694.FB00930861.PB.G1.P3_RevioSPRQ_s4.SW.B01
HsapMB386,20322999,64353999,31.5800095,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,694.FB00930861.PB.G1.P3_RevioSPRQ_s4.SW.B01
HsapMB476,30826000,55029998,56.01672019,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,694.FB00930861.PB.G1.P3_Vega.SW.B01
HsapMB476,17592000,55029997,31.96801919,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,694.FB00930861.PB.G1.P3_Vega.SW.B01
HsapMB424,55108000,89707988,61.43042691,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,694.FB01124370.PB.G1.P3_RevioSPRQ_s4.SW.H05
HsapMB424,39536000,89707990,44.07188256,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,694.FB01124370.PB.G1.P3_RevioSPRQ_s4.SW.H05
HsapMB514,49917999,80616994,61.91994581,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,694.FB01124370.PB.G1.P3_Vega.SW.H05
HsapMB514,36415000,80616992,45.17037798,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,694.FB01124370.PB.G1.P3_Vega.SW.H05
HsapMB256,61626000,103230991,59.69718919,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,700.FB00255955.PB.F1.P2_RevioSPRQ_s3.SW.H08
HsapMB256,38993000,103230995,37.77257015,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,700.FB00255955.PB.F1.P2_RevioSPRQ_s3.SW.H08
HsapMB352,34449000,55844996,61.68681613,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,700.FB00255955.PB.F4.P2_RevioSPRQ_s3.SW.H08
HsapMB352,22492000,55844999,40.27576399,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,700.FB00255955.PB.F4.P2_RevioSPRQ_s3.SW.H08
HsapMB6,16577000,23601996,70.23558516,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,700.FB00852390.PB.E1.P1_RevioSPRQ_s1.SW.F01
HsapMB6,13282000,23601994,56.27490626,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,700.FB00852390.PB.E1.P1_RevioSPRQ_s1.SW.F01
HsapMB102,13566000,18856999,71.94145792,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,700.FB00852390.PB.E1.P1_RevioSPRQ_s2.SW.F01
HsapMB102,11389000,18856997,60.39667928,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,700.FB00852390.PB.E1.P1_RevioSPRQ_s2.SW.F01
HsapMB31,55587000,91030990,61.06382013,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,700.FB00855130.PB.E1.P1_RevioSPRQ_s1.SW.G04
HsapMB31,42262000,91030985,46.42595046,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,700.FB00855130.PB.E1.P1_RevioSPRQ_s1.SW.G04
HsapMB127,33661000,52890993,63.64221598,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,700.FB00855130.PB.E1.P1_RevioSPRQ_s2.SW.G04
HsapMB127,27158000,52890991,51.34711883,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,700.FB00855130.PB.E1.P1_RevioSPRQ_s2.SW.G04
HsapMB39,48383999,80857996,59.83823665,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,700.FB00934092.PB.E1.P1_RevioSPRQ_s1.SW.G05
HsapMB39,34353000,80857998,42.48559308,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,700.FB00934092.PB.E1.P1_RevioSPRQ_s1.SW.G05
HsapMB135,28540000,46081995,61.93308254,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,700.FB00934092.PB.E1.P1_RevioSPRQ_s2.SW.G05
HsapMB135,21158999,46081994,45.91597968,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,700.FB00934092.PB.E1.P1_RevioSPRQ_s2.SW.G05
HsapMB409,64790000,100455993,64.4959032,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,700.FB01124512.PB.G1.P3_RevioSPRQ_s4.SW.A04
HsapMB409,49921000,100455992,49.69439752,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,700.FB01124512.PB.G1.P3_RevioSPRQ_s4.SW.A04
HsapMB499,58335000,89180994,65.41191949,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,700.FB01124512.PB.G1.P3_Vega.SW.A04
HsapMB499,45251000,89180983,50.74063828,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,700.FB01124512.PB.G1.P3_Vega.SW.A04
HsapMB226,65935999,110313992,59.77120201,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,718.FB00052053.PB.F1.P2_RevioSPRQ_s3.SW.B05
HsapMB226,48441999,110313995,43.91283173,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,718.FB00052053.PB.F1.P2_RevioSPRQ_s3.SW.B05
HsapMB322,37618999,60319996,62.36571866,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,718.FB00052053.PB.F4.P2_RevioSPRQ_s3.SW.B05
HsapMB322,28437999,60319993,47.14522928,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,718.FB00052053.PB.F4.P2_RevioSPRQ_s3.SW.B05
HsapMB394,131452999,280605994,46.84611228,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,718.FB00851335.PB.G1.P3_RevioSPRQ_s4.SW.B02
HsapMB394,72016999,280605992,25.66481153,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,718.FB00851335.PB.G1.P3_RevioSPRQ_s4.SW.B02
HsapMB484,112787000,239362996,47.11964752,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,718.FB00851335.PB.G1.P3_Vega.SW.B02
HsapMB484,61989999,239362997,25.89790393,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,718.FB00851335.PB.G1.P3_Vega.SW.B02
HsapMB425,134200000,239136986,56.11846258,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,718.FB00857379.PB.G1.P3_RevioSPRQ_s4.SW.A06
HsapMB425,92428999,239136981,38.65106878,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,718.FB00857379.PB.G1.P3_RevioSPRQ_s4.SW.A06
HsapMB515,118756999,209715999,56.62753417,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,718.FB00857379.PB.G1.P3_Vega.SW.A06
HsapMB515,81947000,209716000,39.07522554,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,718.FB00857379.PB.G1.P3_Vega.SW.A06
HsapMB433,224932999,408276980,55.09323572,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,718.FB00934097.PB.G1.P3_RevioSPRQ_s4.SW.A07
HsapMB433,138792000,408276985,33.99456866,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,718.FB00934097.PB.G1.P3_RevioSPRQ_s4.SW.A07
HsapMB523,197804000,356119980,55.5442017,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,718.FB00934097.PB.G1.P3_Vega.SW.A07
HsapMB523,123245000,356119982,34.60771825,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,718.FB00934097.PB.G1.P3_Vega.SW.A07
HsapMB259,6266000,8620000,72.69141531,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,718.FR04647161.PB.F1.P2_RevioSPRQ_s3.SW.C09
HsapMB259,4938000,8619999,57.28538948,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,718.FR04647161.PB.F1.P2_RevioSPRQ_s3.SW.C09
HsapMB215,42204000,69070000,61.10322861,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,721.FB00055851.PB.F1.P2_RevioSPRQ_s3.SW.G03
HsapMB215,29650000,69069998,42.92746613,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,721.FB00055851.PB.F1.P2_RevioSPRQ_s3.SW.G03
HsapMB311,31519000,49413994,63.78557459,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,721.FB00055851.PB.F4.P2_RevioSPRQ_s3.SW.G03
HsapMB311,22169999,49413993,44.86583183,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,721.FB00055851.PB.F4.P2_RevioSPRQ_s3.SW.G03
HsapMB217,35802000,57353989,62.42285955,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,721.FB00251427.PB.F1.P2_RevioSPRQ_s3.SW.A04
HsapMB217,27356999,57353993,47.69850811,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,721.FB00251427.PB.F1.P2_RevioSPRQ_s3.SW.A04
HsapMB313,14750999,22434995,65.74995448,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,721.FB00251427.PB.F4.P2_RevioSPRQ_s3.SW.A04
HsapMB313,12053000,22434997,53.724099,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,721.FB00251427.PB.F4.P2_RevioSPRQ_s3.SW.A04
HsapMB415,73226000,133171000,54.986446,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,721.FB00851752.PB.G1.P3_RevioSPRQ_s4.SW.G04
HsapMB415,37920000,133170996,28.47466876,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,721.FB00851752.PB.G1.P3_RevioSPRQ_s4.SW.G04
HsapMB505,69089999,125149996,55.20575406,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,721.FB00851752.PB.G1.P3_Vega.SW.G04
HsapMB505,35638000,125149996,28.47622944,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,721.FB00851752.PB.G1.P3_Vega.SW.G04
HsapMB26,164911999,292653991,56.35050403,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,721.FB00857487.PB.E1.P1_RevioSPRQ_s1.SW.B04
HsapMB26,99504000,292653987,34.0005619,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,721.FB00857487.PB.E1.P1_RevioSPRQ_s1.SW.B04
HsapMB122,96924000,171487994,56.51940858,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,721.FB00857487.PB.E1.P1_RevioSPRQ_s2.SW.B04
HsapMB122,59400999,171487993,34.63857612,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,721.FB00857487.PB.E1.P1_RevioSPRQ_s2.SW.B04
HsapMB12,122162000,224275997,54.46949367,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,721.FB00930347.PB.E1.P1_RevioSPRQ_s1.SW.D02
