Taxa,unclassified,total,unclassified_percent,database,method,dataset,method_dataset,name
HsapMB297,3605999,11042998,32.65416692,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,788.FB01125707.PB.F4.P2_RevioSPRQ_s3.SW.A02
HsapMB398,10522000,15961999,65.91906189,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,793.FB00260398.PB.G1.P3_RevioSPRQ_s4.SW.F02
HsapMB398,6752000,15961998,42.3004689,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,793.FB00260398.PB.G1.P3_RevioSPRQ_s4.SW.F02
HsapMB237,68876999,136784999,50.35420514,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,793.FB00856990.PB.F1.P2_RevioSPRQ_s3.SW.E06
HsapMB237,34938000,136784997,25.54227493,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,793.FB00856990.PB.F1.P2_RevioSPRQ_s3.SW.E06
HsapMB333,35286000,68440999,51.55681611,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,793.FB00856990.PB.F4.P2_RevioSPRQ_s3.SW.E06
HsapMB333,18447000,68440997,26.9531433,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,793.FB00856990.PB.F4.P2_RevioSPRQ_s3.SW.E06
HsapMB197,15383000,26643997,57.73533153,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,793.FB00864305.PB.F1.P2_RevioSPRQ_s3.SW.E01
HsapMB197,9963999,26643996,37.39678913,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,793.FB00864305.PB.F1.P2_RevioSPRQ_s3.SW.E01
HsapMB293,9823000,16145998,60.83860533,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,793.FB00864305.PB.F4.P2_RevioSPRQ_s3.SW.E01
HsapMB293,6312000,16145999,39.0932763,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,793.FB00864305.PB.F4.P2_RevioSPRQ_s3.SW.E01
HsapMB2,55550999,115019996,48.29681875,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,793.FB00937936.PB.E1.P1_RevioSPRQ_s1.SW.B01
HsapMB2,28681999,115019997,24.93653256,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,793.FB00937936.PB.E1.P1_RevioSPRQ_s1.SW.B01
HsapMB98,33213000,67691000,49.06560695,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,793.FB00937936.PB.E1.P1_RevioSPRQ_s2.SW.B01
HsapMB98,17530000,67690999,25.89709158,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,793.FB00937936.PB.E1.P1_RevioSPRQ_s2.SW.B01
HsapMB388,58742000,107288995,54.7511886,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,793.FB01126184.PB.G1.P3_RevioSPRQ_s4.SW.D01
HsapMB388,32719999,107288991,30.49707029,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,793.FB01126184.PB.G1.P3_RevioSPRQ_s4.SW.D01
HsapMB478,55426000,100781994,54.99593509,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,793.FB01126184.PB.G1.P3_Vega.SW.D01
HsapMB478,31368999,100781994,31.12559869,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,793.FB01126184.PB.G1.P3_Vega.SW.D01
HsapMB239,30267000,68585000,44.13064081,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,797.FB00259740.PB.F1.P2_RevioSPRQ_s3.SW.G06
HsapMB239,13107000,68584998,19.11059325,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,797.FB00259740.PB.F1.P2_RevioSPRQ_s3.SW.G06
HsapMB335,16642000,35600998,46.74588055,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,797.FB00259740.PB.F4.P2_RevioSPRQ_s3.SW.G06
HsapMB335,7956999,35600997,22.35049485,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,797.FB00259740.PB.F4.P2_RevioSPRQ_s3.SW.G06
HsapMB208,32237000,62735000,51.38598868,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,797.FB00857024.PB.F1.P2_RevioSPRQ_s3.SW.H02
HsapMB208,14902999,62734994,23.75548008,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,797.FB00857024.PB.F1.P2_RevioSPRQ_s3.SW.H02
HsapMB304,28717999,55171993,52.05177018,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,797.FB00857024.PB.F4.P2_RevioSPRQ_s3.SW.H02
HsapMB304,13363000,55171997,24.22062047,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,797.FB00857024.PB.F4.P2_RevioSPRQ_s3.SW.H02
HsapMB397,36176999,75482998,47.92734782,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,797.FB00863885.PB.G1.P3_RevioSPRQ_s4.SW.E02
HsapMB397,16178999,75482996,21.43396507,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,797.FB00863885.PB.G1.P3_RevioSPRQ_s4.SW.E02
HsapMB487,32799000,68449999,47.91672824,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,797.FB00863885.PB.G1.P3_Vega.SW.E02
HsapMB487,15679999,68449998,22.90723076,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,797.FB00863885.PB.G1.P3_Vega.SW.E02
HsapMB193,21172000,41700998,50.77096716,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,797.FB00934148.PB.F1.P2_RevioSPRQ_s3.SW.A01
HsapMB193,10159000,41701000,24.3615261,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,797.FB00934148.PB.F1.P2_RevioSPRQ_s3.SW.A01
HsapMB289,11307999,20924999,54.04061907,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,797.FB00934148.PB.F4.P2_RevioSPRQ_s3.SW.A01
HsapMB289,5780999,20924998,27.627238,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,797.FB00934148.PB.F4.P2_RevioSPRQ_s3.SW.A01
HsapMB3,44350999,90783996,48.85332322,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,797.FB01127035.PB.E1.P1_RevioSPRQ_s1.SW.C01
HsapMB3,21338000,90783999,23.50414196,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,797.FB01127035.PB.E1.P1_RevioSPRQ_s1.SW.C01
HsapMB99,27028000,52653995,51.33133773,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,797.FB01127035.PB.E1.P1_RevioSPRQ_s2.SW.C01
HsapMB99,13557999,52653994,25.74923186,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,797.FB01127035.PB.E1.P1_RevioSPRQ_s2.SW.C01
HsapMB75,118640000,222620991,53.292369,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,802.FB00852426.PB.E1.P1_RevioSPRQ_s1.SW.C10
HsapMB75,74068000,222620989,33.27089702,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,802.FB00852426.PB.E1.P1_RevioSPRQ_s1.SW.C10
HsapMB171,71481999,130693998,54.69417119,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,802.FB00852426.PB.E1.P1_RevioSPRQ_s2.SW.C10
HsapMB171,45438000,130693997,34.76670776,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,802.FB00852426.PB.E1.P1_RevioSPRQ_s2.SW.C10
HsapMB392,45772000,105546997,43.36646357,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,802.FB00855032.PB.G1.P3_RevioSPRQ_s4.SW.H01
HsapMB392,22986000,105546995,21.77797672,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,802.FB00855032.PB.G1.P3_RevioSPRQ_s4.SW.H01
HsapMB482,43114000,98879990,43.60235069,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,802.FB00855032.PB.G1.P3_Vega.SW.H01
HsapMB482,22884000,98879997,23.14320459,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,802.FB00855032.PB.G1.P3_Vega.SW.H01
HsapMB55,105528999,219127995,48.15861114,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,802.FB00923338.PB.E1.P1_RevioSPRQ_s1.SW.G07
HsapMB55,54841000,219127993,25.0269257,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,802.FB00923338.PB.E1.P1_RevioSPRQ_s1.SW.G07
HsapMB151,62827000,128836998,48.76471897,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,802.FB00923338.PB.E1.P1_RevioSPRQ_s2.SW.G07
HsapMB151,33280000,128836994,25.8310901,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,802.FB00923338.PB.E1.P1_RevioSPRQ_s2.SW.G07
HsapMB213,38065000,80509998,47.27984219,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,802.FB00935795.PB.F1.P2_RevioSPRQ_s3.SW.E03
HsapMB213,23313999,80509996,28.95789363,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,802.FB00935795.PB.F1.P2_RevioSPRQ_s3.SW.E03
HsapMB309,23571999,48310998,48.79220048,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,802.FB00935795.PB.F4.P2_RevioSPRQ_s3.SW.E03
HsapMB309,14913999,48310995,30.8708173,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,802.FB00935795.PB.F4.P2_RevioSPRQ_s3.SW.E03
HsapMB63,63555000,139195000,45.65896764,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,802.FB01125743.PB.E1.P1_RevioSPRQ_s1.SW.G08
HsapMB63,31599999,139194993,22.70196529,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,802.FB01125743.PB.E1.P1_RevioSPRQ_s1.SW.G08
HsapMB159,37485999,80189994,46.74647937,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,802.FB01125743.PB.E1.P1_RevioSPRQ_s2.SW.G08
HsapMB159,19683999,80189996,24.54670156,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,802.FB01125743.PB.E1.P1_RevioSPRQ_s2.SW.G08
HsapMB200,9618000,17908999,53.70484414,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.FB00260102.PB.F1.P2_RevioSPRQ_s3.SW.H01
HsapMB200,5274000,17908999,29.4488821,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.FB00260102.PB.F1.P2_RevioSPRQ_s3.SW.H01
HsapMB296,11758999,22366996,52.57299192,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.FB00260102.PB.F4.P2_RevioSPRQ_s3.SW.H01
HsapMB296,6919000,22366997,30.93396937,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.FB00260102.PB.F4.P2_RevioSPRQ_s3.SW.H01
HsapMB426,110425999,217866996,50.68505144,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.FB00855218.PB.G1.P3_RevioSPRQ_s4.SW.B06
HsapMB426,52028000,217866996,23.88062486,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.FB00855218.PB.G1.P3_RevioSPRQ_s4.SW.B06
HsapMB516,92411999,183641995,50.32182263,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.FB00855218.PB.G1.P3_Vega.SW.B06
HsapMB516,45276999,183641994,24.6550356,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.FB00855218.PB.G1.P3_Vega.SW.B06
HsapMB76,36228000,69530000,52.10412771,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.FB00863202.PB.E1.P1_RevioSPRQ_s1.SW.D10
HsapMB76,17814000,69529999,25.62059579,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.FB00863202.PB.E1.P1_RevioSPRQ_s1.SW.D10
HsapMB172,21620999,39726995,54.42394775,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.FB00863202.PB.E1.P1_RevioSPRQ_s2.SW.D10
HsapMB172,11106999,39726995,27.9583165,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.FB00863202.PB.E1.P1_RevioSPRQ_s2.SW.D10
HsapMB255,76066000,160951995,47.26005415,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.FB00935930.PB.F1.P2_RevioSPRQ_s3.SW.G08
HsapMB255,37659999,160951995,23.39828034,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.FB00935930.PB.F1.P2_RevioSPRQ_s3.SW.G08
HsapMB351,46432000,96988997,47.87347167,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.FB00935930.PB.F4.P2_RevioSPRQ_s3.SW.G08
HsapMB351,24589000,96988992,25.35236164,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.FB00935930.PB.F4.P2_RevioSPRQ_s3.SW.G08
HsapMB221,45506999,96438995,47.18734263,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.FB01126992.PB.F1.P2_RevioSPRQ_s3.SW.E04
HsapMB221,20876999,96438994,21.64788135,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.FB01126992.PB.F1.P2_RevioSPRQ_s3.SW.E04
HsapMB317,26796000,55555999,48.23241501,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.FB01126992.PB.F4.P2_RevioSPRQ_s3.SW.E04
HsapMB317,12586000,55555998,22.65461958,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.FB01126992.PB.F4.P2_RevioSPRQ_s3.SW.E04
HsapMB89,117375999,250600994,46.83780265,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.fp1.1.p1.PB.E1.P1_RevioSPRQ_s1.SW.A12
HsapMB89,55104000,250600993,21.98873969,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.fp1.1.p1.PB.E1.P1_RevioSPRQ_s1.SW.A12
HsapMB185,69920000,147217997,47.49419325,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.fp1.1.p1.PB.E1.P1_RevioSPRQ_s2.SW.A12
HsapMB185,33787999,147217988,22.95099903,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.fp1.1.p1.PB.E1.P1_RevioSPRQ_s2.SW.A12
HsapMB90,29910000,58667999,50.98179674,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.fp1.2.p1.PB.E1.P1_RevioSPRQ_s1.SW.B12
HsapMB90,15901999,58667995,27.1050664,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.fp1.2.p1.PB.E1.P1_RevioSPRQ_s1.SW.B12
HsapMB186,17760999,32583999,54.50834626,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.fp1.2.p1.PB.E1.P1_RevioSPRQ_s2.SW.B12
HsapMB186,10178999,32583998,31.23925738,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.fp1.2.p1.PB.E1.P1_RevioSPRQ_s2.SW.B12
HsapMB467,147536999,314278992,46.94459469,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.fp2.1.p3.PB.G1.P3_RevioSPRQ_s4.SW.A12
HsapMB467,67092000,314278990,21.34791129,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.fp2.1.p3.PB.G1.P3_RevioSPRQ_s4.SW.A12
HsapMB557,130357000,273014999,47.74719355,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.fp2.1.p3.PB.G1.P3_Vega.SW.A12
HsapMB557,62235999,273014995,22.79581713,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.fp2.1.p3.PB.G1.P3_Vega.SW.A12
HsapMB282,13748000,26369994,52.13501376,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.fp2.2.p2.PB.F1.P2_RevioSPRQ_s3.SW.B12
HsapMB282,7738000,26369999,29.34395257,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.fp2.2.p2.PB.F1.P2_RevioSPRQ_s3.SW.B12
HsapMB378,7713999,13485994,57.20007735,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.fp2.2.p2.PB.F4.P2_RevioSPRQ_s3.SW.B12
HsapMB378,4802000,13485995,35.60730966,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.fp2.2.p2.PB.F4.P2_RevioSPRQ_s3.SW.B12
HsapMB468,33164000,67134000,49.39970805,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.fp2.2.p3.PB.G1.P3_RevioSPRQ_s4.SW.B12
HsapMB468,17210000,67133999,25.63529695,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.fp2.2.p3.PB.G1.P3_RevioSPRQ_s4.SW.B12
HsapMB558,40363000,81202996,49.70629409,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,804.fp2.2.p3.PB.G1.P3_Vega.SW.B12
HsapMB558,20599000,81202991,25.3672922,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,804.fp2.2.p3.PB.G1.P3_Vega.SW.B12
HsapMB80,47624000,106822995,44.58216136,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,807.FB00252896.PB.E1.P1_RevioSPRQ_s1.SW.H10
HsapMB80,23273999,106822997,21.78744245,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,807.FB00252896.PB.E1.P1_RevioSPRQ_s1.SW.H10
HsapMB176,28028999,61358997,45.6803409,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,807.FB00252896.PB.E1.P1_RevioSPRQ_s2.SW.H10
HsapMB176,14280999,61358995,23.27449953,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,807.FB00252896.PB.E1.P1_RevioSPRQ_s2.SW.H10
HsapMB19,42930000,105071997,40.85769875,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,807.FB00260312.PB.E1.P1_RevioSPRQ_s1.SW.C03
HsapMB19,18555999,105071995,17.66027094,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,807.FB00260312.PB.E1.P1_RevioSPRQ_s1.SW.C03
HsapMB115,25220000,59301998,42.52807806,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,807.FB00260312.PB.E1.P1_RevioSPRQ_s2.SW.C03
HsapMB115,11422999,59301996,19.26241909,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,807.FB00260312.PB.E1.P1_RevioSPRQ_s2.SW.C03
HsapMB51,86697000,192666999,44.99836529,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,807.FB00856975.PB.E1.P1_RevioSPRQ_s1.SW.C07
HsapMB51,31710999,192666994,16.45896806,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,807.FB00856975.PB.E1.P1_RevioSPRQ_s1.SW.C07
HsapMB147,49484999,108489997,45.61249919,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,807.FB00856975.PB.E1.P1_RevioSPRQ_s2.SW.C07
HsapMB147,19974999,108489995,18.41183512,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,807.FB00856975.PB.E1.P1_RevioSPRQ_s2.SW.C07
HsapMB45,47151000,96470000,48.87633461,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,807.FB00863924.PB.E1.P1_RevioSPRQ_s1.SW.E06
HsapMB45,17051000,96469996,17.67492558,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,807.FB00863924.PB.E1.P1_RevioSPRQ_s1.SW.E06
HsapMB141,26328000,53117997,49.56512197,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,807.FB00863924.PB.E1.P1_RevioSPRQ_s2.SW.E06
HsapMB141,10245999,53117998,19.28912871,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,807.FB00863924.PB.E1.P1_RevioSPRQ_s2.SW.E06
HsapMB74,36102999,85762996,42.09624277,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,807.FB00935524.PB.E1.P1_RevioSPRQ_s1.SW.B10
HsapMB74,15439999,85762995,18.00310145,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,807.FB00935524.PB.E1.P1_RevioSPRQ_s1.SW.B10
HsapMB170,21179000,47462999,44.62212765,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,807.FB00935524.PB.E1.P1_RevioSPRQ_s2.SW.B10
HsapMB170,9329999,47462994,19.65741773,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,807.FB00935524.PB.E1.P1_RevioSPRQ_s2.SW.B10
HsapMB24,48030000,86542994,55.4984266,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,820.FB00259903.PB.E1.P1_RevioSPRQ_s1.SW.H03
HsapMB24,30124000,86542997,34.80813127,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,820.FB00259903.PB.E1.P1_RevioSPRQ_s1.SW.H03
HsapMB120,26560000,47371999,56.06687613,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,820.FB00259903.PB.E1.P1_RevioSPRQ_s2.SW.H03
HsapMB120,17488999,47371997,36.91843306,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,820.FB00259903.PB.E1.P1_RevioSPRQ_s2.SW.H03
HsapMB242,3654000,5179998,70.54056778,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,820.FB00863935.PB.F1.P2_RevioSPRQ_s3.SW.B07
HsapMB242,1420999,5179999,27.43241842,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,820.FB00863935.PB.F1.P2_RevioSPRQ_s3.SW.B07
HsapMB338,1930000,2746000,70.28404953,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,820.FB00863935.PB.F4.P2_RevioSPRQ_s3.SW.B07
HsapMB338,913999,2745999,33.28475356,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,820.FB00863935.PB.F4.P2_RevioSPRQ_s3.SW.B07
HsapMB4,20903000,44806998,46.65119498,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,820.FB00931126.PB.E1.P1_RevioSPRQ_s1.SW.D01
HsapMB4,10866000,44807000,24.25067512,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,820.FB00931126.PB.E1.P1_RevioSPRQ_s1.SW.D01
HsapMB100,11812000,24661998,47.89555169,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,820.FB00931126.PB.E1.P1_RevioSPRQ_s2.SW.D01
HsapMB100,5877999,24661999,23.83423582,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,820.FB00931126.PB.E1.P1_RevioSPRQ_s2.SW.D01
HsapMB269,18557000,33884000,54.76626136,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,820.FB01125811.PB.F1.P2_RevioSPRQ_s3.SW.E10
HsapMB269,10846000,33883998,32.00920978,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,820.FB01125811.PB.F1.P2_RevioSPRQ_s3.SW.E10
HsapMB365,8364000,14262999,58.64124368,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,820.FB01125811.PB.F4.P2_RevioSPRQ_s3.SW.E10
HsapMB365,5423000,14262997,38.02146211,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,820.FB01125811.PB.F4.P2_RevioSPRQ_s3.SW.E10
HsapMB272,14421999,28543996,50.52550806,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,820.FB01923157.PB.F1.P2_RevioSPRQ_s3.SW.H10
HsapMB272,8124000,28543997,28.46132586,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,820.FB01923157.PB.F1.P2_RevioSPRQ_s3.SW.H10
HsapMB368,8562999,16108998,53.15662091,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,820.FB01923157.PB.F4.P2_RevioSPRQ_s3.SW.H10
HsapMB368,5237000,16109000,32.50977714,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,820.FB01923157.PB.F4.P2_RevioSPRQ_s3.SW.H10
HsapMB395,59828000,109613994,54.58062225,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,838.FB00052198.PB.G1.P3_RevioSPRQ_s4.SW.C02
HsapMB395,30618999,109613993,27.93347652,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,838.FB00052198.PB.G1.P3_RevioSPRQ_s4.SW.C02
HsapMB485,57281000,102962996,55.63260805,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,838.FB00052198.PB.G1.P3_Vega.SW.C02
HsapMB485,29488000,102962995,28.63941555,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,838.FB00052198.PB.G1.P3_Vega.SW.C02
HsapMB56,73973000,145472996,50.84998731,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,838.FB00258912.PB.E1.P1_RevioSPRQ_s1.SW.H07
HsapMB56,35749000,145472993,24.57432082,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,838.FB00258912.PB.E1.P1_RevioSPRQ_s1.SW.H07
HsapMB152,40578000,78313998,51.81449171,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,838.FB00258912.PB.E1.P1_RevioSPRQ_s2.SW.H07
HsapMB152,20609999,78313993,26.31713467,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,838.FB00258912.PB.E1.P1_RevioSPRQ_s2.SW.H07
HsapMB29,59344999,133408998,44.48350553,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,838.FB00864359.PB.E1.P1_RevioSPRQ_s1.SW.E04
HsapMB29,30662999,133408995,22.98420657,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,838.FB00864359.PB.E1.P1_RevioSPRQ_s1.SW.E04
HsapMB125,32429999,71348998,45.45263411,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,838.FB00864359.PB.E1.P1_RevioSPRQ_s2.SW.E04
HsapMB125,17073000,71348997,23.92885775,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,838.FB00864359.PB.E1.P1_RevioSPRQ_s2.SW.E04
HsapMB230,16401000,27877998,58.83134076,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,838.FB00941438.PB.F1.P2_RevioSPRQ_s3.SW.F05
HsapMB230,11763000,27877997,42.19456656,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,838.FB00941438.PB.F1.P2_RevioSPRQ_s3.SW.F05
HsapMB326,8201000,12500999,65.60275703,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,838.FB00941438.PB.F4.P2_RevioSPRQ_s3.SW.F05
HsapMB326,6202000,12501000,49.61203104,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,838.FB00941438.PB.F4.P2_RevioSPRQ_s3.SW.F05
HsapMB227,52480999,93962990,55.85284057,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,838.FB01922932.PB.F1.P2_RevioSPRQ_s3.SW.C05
HsapMB227,32391999,93962991,34.47314592,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,838.FB01922932.PB.F1.P2_RevioSPRQ_s3.SW.C05
HsapMB323,19606000,34136000,57.43496602,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,838.FB01922932.PB.F4.P2_RevioSPRQ_s3.SW.C05
HsapMB323,12876000,34135998,37.71971161,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,838.FB01922932.PB.F4.P2_RevioSPRQ_s3.SW.C05
HsapMB37,107082000,259766000,41.22248485,standard (0 cMAGs),seqwell HiFi,new,seqwell HiFi_new,842.FB00259837.PB.E1.P1_RevioSPRQ_s1.SW.E05
HsapMB37,43448999,259765995,16.72620737,986 cMAG,seqwell HiFi,new,seqwell HiFi_new,842.FB00259837.PB.E1.P1_RevioSPRQ_s1.SW.E05
